Transaction,Item,date_time,period_day,weekday_weekend,day_of_week
5940,Bread,02/04/2017 12:19,afternoon,weekend,Saturday
5940,Pastry,02/04/2017 12:19,afternoon,weekend,Saturday
5940,Coffee,02/04/2017 12:19,afternoon,weekend,Saturday
5941,Tea,02/04/2017 12:24,afternoon,weekend,Saturday
5941,Alfajores,02/04/2017 12:24,afternoon,weekend,Saturday
5941,Pastry,02/04/2017 12:24,afternoon,weekend,Saturday
5942,Pastry,02/04/2017 12:26,afternoon,weekend,Saturday
5942,Coffee,02/04/2017 12:26,afternoon,weekend,Saturday
5942,Coffee,02/04/2017 12:26,afternoon,weekend,Saturday
5943,Sandwich,02/04/2017 12:33,afternoon,weekend,Saturday
5943,Sandwich,02/04/2017 12:33,afternoon,weekend,Saturday
5944,Cake,02/04/2017 12:38,afternoon,weekend,Saturday
5945,Medialuna,02/04/2017 12:42,afternoon,weekend,Saturday
5945,Bread,02/04/2017 12:42,afternoon,weekend,Saturday
5946,Coffee,02/04/2017 12:44,afternoon,weekend,Saturday
5946,Brownie,02/04/2017 12:44,afternoon,weekend,Saturday
5946,Cake,02/04/2017 12:44,afternoon,weekend,Saturday
5947,Cake,02/04/2017 12:49,afternoon,weekend,Saturday
5947,Cookies,02/04/2017 12:49,afternoon,weekend,Saturday
5947,Tea,02/04/2017 12:49,afternoon,weekend,Saturday
5947,Smoothies,02/04/2017 12:49,afternoon,weekend,Saturday
5947,Coffee,02/04/2017 12:49,afternoon,weekend,Saturday
5948,Tea,02/04/2017 12:51,afternoon,weekend,Saturday
5948,Coffee,02/04/2017 12:51,afternoon,weekend,Saturday
5948,Truffles,02/04/2017 12:51,afternoon,weekend,Saturday
5949,Bread,02/04/2017 12:52,afternoon,weekend,Saturday
5949,Brownie,02/04/2017 12:52,afternoon,weekend,Saturday
5950,Coffee,02/04/2017 12:55,afternoon,weekend,Saturday
5950,Spanish Brunch,02/04/2017 12:55,afternoon,weekend,Saturday
5951,Scandinavian,02/04/2017 13:05,afternoon,weekend,Saturday
5952,Cookies,02/04/2017 13:08,afternoon,weekend,Saturday
5953,Coffee,02/04/2017 13:10,afternoon,weekend,Saturday
5953,Mineral water,02/04/2017 13:10,afternoon,weekend,Saturday
5953,Bread,02/04/2017 13:10,afternoon,weekend,Saturday
5954,Spanish Brunch,02/04/2017 13:20,afternoon,weekend,Saturday
5954,Juice,02/04/2017 13:20,afternoon,weekend,Saturday
5954,Coffee,02/04/2017 13:20,afternoon,weekend,Saturday
5954,Coffee,02/04/2017 13:20,afternoon,weekend,Saturday
5954,Toast,02/04/2017 13:20,afternoon,weekend,Saturday
5955,Scone,02/04/2017 13:21,afternoon,weekend,Saturday
5956,Tea,02/04/2017 13:38,afternoon,weekend,Saturday
5956,Sandwich,02/04/2017 13:38,afternoon,weekend,Saturday
5957,Brownie,02/04/2017 13:40,afternoon,weekend,Saturday
5957,Coffee,02/04/2017 13:40,afternoon,weekend,Saturday
5957,Coffee,02/04/2017 13:40,afternoon,weekend,Saturday
5958,Sandwich,02/04/2017 13:42,afternoon,weekend,Saturday
5958,Sandwich,02/04/2017 13:42,afternoon,weekend,Saturday
5958,Bread,02/04/2017 13:42,afternoon,weekend,Saturday
5958,Coffee,02/04/2017 13:42,afternoon,weekend,Saturday
5959,Bread,02/04/2017 14:00,afternoon,weekend,Saturday
5959,Bread,02/04/2017 14:00,afternoon,weekend,Saturday
5960,Coffee,02/04/2017 14:18,afternoon,weekend,Saturday
5960,Coffee,02/04/2017 14:18,afternoon,weekend,Saturday
5960,Chicken Stew,02/04/2017 14:18,afternoon,weekend,Saturday
5960,Soup,02/04/2017 14:18,afternoon,weekend,Saturday
5960,Sandwich,02/04/2017 14:18,afternoon,weekend,Saturday
5961,Sandwich,02/04/2017 14:19,afternoon,weekend,Saturday
5961,Sandwich,02/04/2017 14:19,afternoon,weekend,Saturday
5961,Salad,02/04/2017 14:19,afternoon,weekend,Saturday
5961,Coffee,02/04/2017 14:19,afternoon,weekend,Saturday
5961,Coffee,02/04/2017 14:19,afternoon,weekend,Saturday
5961,Cake,02/04/2017 14:19,afternoon,weekend,Saturday
5962,Cake,02/04/2017 14:37,afternoon,weekend,Saturday
5963,Coffee,02/04/2017 14:40,afternoon,weekend,Saturday
5964,Cake,02/04/2017 14:46,afternoon,weekend,Saturday
5964,Scone,02/04/2017 14:46,afternoon,weekend,Saturday
5965,Scone,02/04/2017 14:50,afternoon,weekend,Saturday
5965,Coffee,02/04/2017 14:50,afternoon,weekend,Saturday
5965,Coffee,02/04/2017 14:50,afternoon,weekend,Saturday
5965,Coffee,02/04/2017 14:50,afternoon,weekend,Saturday
5965,Cake,02/04/2017 14:50,afternoon,weekend,Saturday
5966,Cake,02/04/2017 14:52,afternoon,weekend,Saturday
5966,Brownie,02/04/2017 14:52,afternoon,weekend,Saturday
5967,Salad,02/04/2017 14:54,afternoon,weekend,Saturday
5967,Sandwich,02/04/2017 14:54,afternoon,weekend,Saturday
5967,Tea,02/04/2017 14:54,afternoon,weekend,Saturday
5967,Tea,02/04/2017 14:54,afternoon,weekend,Saturday
5967,Scone,02/04/2017 14:54,afternoon,weekend,Saturday
5967,Cookies,02/04/2017 14:54,afternoon,weekend,Saturday
5968,Chicken Stew,02/04/2017 14:56,afternoon,weekend,Saturday
5968,Truffles,02/04/2017 14:56,afternoon,weekend,Saturday
5968,Juice,02/04/2017 14:56,afternoon,weekend,Saturday
5969,Coffee,02/04/2017 14:58,afternoon,weekend,Saturday
5969,Alfajores,02/04/2017 14:58,afternoon,weekend,Saturday
5969,Spanish Brunch,02/04/2017 14:58,afternoon,weekend,Saturday
5970,Coffee,02/04/2017 15:15,afternoon,weekend,Saturday
5971,Hot chocolate,02/04/2017 15:16,afternoon,weekend,Saturday
5971,Coffee,02/04/2017 15:16,afternoon,weekend,Saturday
5971,Cake,02/04/2017 15:16,afternoon,weekend,Saturday
5972,Coffee,02/04/2017 15:22,afternoon,weekend,Saturday
5972,Cake,02/04/2017 15:22,afternoon,weekend,Saturday
5973,Cake,02/04/2017 15:30,afternoon,weekend,Saturday
5973,Cake,02/04/2017 15:30,afternoon,weekend,Saturday
5973,Coffee,02/04/2017 15:30,afternoon,weekend,Saturday
5973,Hot chocolate,02/04/2017 15:30,afternoon,weekend,Saturday
5974,Sandwich,02/04/2017 15:31,afternoon,weekend,Saturday
5975,Cookies,02/04/2017 15:32,afternoon,weekend,Saturday
5976,Brownie,02/04/2017 15:50,afternoon,weekend,Saturday
5976,Coffee,02/04/2017 15:50,afternoon,weekend,Saturday
5977,Bread,02/04/2017 15:52,afternoon,weekend,Saturday
5978,Cake,02/04/2017 15:53,afternoon,weekend,Saturday
5978,Cake,02/04/2017 15:53,afternoon,weekend,Saturday
5978,Coffee,02/04/2017 15:53,afternoon,weekend,Saturday
5979,Coffee,02/04/2017 15:59,afternoon,weekend,Saturday
5979,Salad,02/04/2017 15:59,afternoon,weekend,Saturday
5980,Coffee,02/04/2017 16:15,afternoon,weekend,Saturday
5980,Cake,02/04/2017 16:15,afternoon,weekend,Saturday
5980,Cake,02/04/2017 16:15,afternoon,weekend,Saturday
5981,Cake,02/04/2017 16:16,afternoon,weekend,Saturday
5981,Salad,02/04/2017 16:16,afternoon,weekend,Saturday
5981,Valentine's card,02/04/2017 16:16,afternoon,weekend,Saturday
5982,Scandinavian,02/04/2017 16:18,afternoon,weekend,Saturday
5983,Bread,02/04/2017 16:19,afternoon,weekend,Saturday
5983,Coffee,02/04/2017 16:19,afternoon,weekend,Saturday
5984,Brownie,02/04/2017 16:33,afternoon,weekend,Saturday
5985,Tea,02/04/2017 16:39,afternoon,weekend,Saturday
5985,Tea,02/04/2017 16:39,afternoon,weekend,Saturday
5985,Soup,02/04/2017 16:39,afternoon,weekend,Saturday
5985,Juice,02/04/2017 16:39,afternoon,weekend,Saturday
5985,Cake,02/04/2017 16:39,afternoon,weekend,Saturday
5985,Bread,02/04/2017 16:39,afternoon,weekend,Saturday
5986,Bread,02/04/2017 16:40,afternoon,weekend,Saturday
5986,Bread,02/04/2017 16:40,afternoon,weekend,Saturday
5986,Cake,02/04/2017 16:40,afternoon,weekend,Saturday
5986,Bread,02/04/2017 16:40,afternoon,weekend,Saturday
5986,Soup,02/04/2017 16:40,afternoon,weekend,Saturday
5986,Soup,02/04/2017 16:40,afternoon,weekend,Saturday
5987,Bread,02/04/2017 16:54,afternoon,weekend,Saturday
5988,Coffee,02/04/2017 17:03,evening,weekend,Saturday
5988,Coffee,02/04/2017 17:03,evening,weekend,Saturday
5988,Coffee,02/04/2017 17:03,evening,weekend,Saturday
5988,Cake,02/04/2017 17:03,evening,weekend,Saturday
5988,Bread,02/04/2017 17:03,evening,weekend,Saturday
5988,Alfajores,02/04/2017 17:03,evening,weekend,Saturday
5989,Truffles,02/04/2017 18:13,evening,weekend,Saturday
5989,Coffee,02/04/2017 18:13,evening,weekend,Saturday
5989,Tshirt,02/04/2017 18:13,evening,weekend,Saturday
5990,Coffee,02/04/2017 18:21,evening,weekend,Saturday
5991,Hot chocolate,02/04/2017 18:22,evening,weekend,Saturday
5992,Coffee,02/04/2017 18:28,evening,weekend,Saturday
5993,Juice,02/04/2017 18:31,evening,weekend,Saturday
5994,Juice,02/04/2017 18:34,evening,weekend,Saturday
5994,Truffles,02/04/2017 18:34,evening,weekend,Saturday
5994,Mineral water,02/04/2017 18:34,evening,weekend,Saturday
5995,Tshirt,02/04/2017 18:38,evening,weekend,Saturday
5996,Tshirt,02/04/2017 18:39,evening,weekend,Saturday
5997,Tea,02/04/2017 18:44,evening,weekend,Saturday
5997,Tea,02/04/2017 18:44,evening,weekend,Saturday
5997,Hot chocolate,02/04/2017 18:44,evening,weekend,Saturday
5998,Tshirt,02/04/2017 18:45,evening,weekend,Saturday
5999,Bread,02/04/2017 18:53,evening,weekend,Saturday
5999,Hot chocolate,02/04/2017 18:53,evening,weekend,Saturday
5999,Tshirt,02/04/2017 18:53,evening,weekend,Saturday
6000,Vegan Feast,02/04/2017 18:58,evening,weekend,Saturday
6000,Tea,02/04/2017 18:58,evening,weekend,Saturday
6001,Postcard,02/04/2017 19:01,evening,weekend,Saturday
6001,Coffee,02/04/2017 19:01,evening,weekend,Saturday
6002,Tshirt,02/04/2017 19:04,evening,weekend,Saturday
6002,Coke,02/04/2017 19:04,evening,weekend,Saturday
6003,Coke,02/04/2017 19:05,evening,weekend,Saturday
6004,Tshirt,02/04/2017 19:09,evening,weekend,Saturday
6005,Coke,02/04/2017 19:11,evening,weekend,Saturday
6006,Truffles,02/04/2017 19:12,evening,weekend,Saturday
6007,Tshirt,02/04/2017 19:14,evening,weekend,Saturday
6008,Tshirt,02/04/2017 19:14,evening,weekend,Saturday
6009,Tea,02/04/2017 19:16,evening,weekend,Saturday
6010,Coke,02/04/2017 19:17,evening,weekend,Saturday
6011,Tshirt,02/04/2017 19:18,evening,weekend,Saturday
6011,Fudge,02/04/2017 19:18,evening,weekend,Saturday
6012,Hot chocolate,02/04/2017 19:25,evening,weekend,Saturday
6012,Coffee,02/04/2017 19:25,evening,weekend,Saturday
6013,Tshirt,02/04/2017 19:26,evening,weekend,Saturday
6014,Valentine's card,02/04/2017 19:27,evening,weekend,Saturday
6014,Tshirt,02/04/2017 19:27,evening,weekend,Saturday
6015,Tshirt,02/04/2017 19:41,evening,weekend,Saturday
6016,Tshirt,02/04/2017 19:42,evening,weekend,Saturday
6016,Postcard,02/04/2017 19:42,evening,weekend,Saturday
6017,Tshirt,02/04/2017 19:46,evening,weekend,Saturday
6018,Valentine's card,02/04/2017 19:56,evening,weekend,Saturday
6018,Tshirt,02/04/2017 19:56,evening,weekend,Saturday
6018,Postcard,02/04/2017 19:56,evening,weekend,Saturday
6019,Valentine's card,02/04/2017 19:57,evening,weekend,Saturday
6020,Valentine's card,02/04/2017 19:59,evening,weekend,Saturday
6021,Postcard,02/04/2017 20:08,evening,weekend,Saturday
6022,Nomad bag,02/04/2017 20:12,evening,weekend,Saturday
6022,Postcard,02/04/2017 20:12,evening,weekend,Saturday
6022,Tshirt,02/04/2017 20:12,evening,weekend,Saturday
6023,Tshirt,02/04/2017 20:13,evening,weekend,Saturday
6023,Postcard,02/04/2017 20:13,evening,weekend,Saturday
6024,Tshirt,02/04/2017 20:14,evening,weekend,Saturday
6024,Postcard,02/04/2017 20:14,evening,weekend,Saturday
6025,Postcard,02/04/2017 20:15,evening,weekend,Saturday
6026,Postcard,02/04/2017 20:15,evening,weekend,Saturday
6027,Tshirt,02/04/2017 20:39,evening,weekend,Saturday
6028,Tshirt,02/04/2017 20:46,evening,weekend,Saturday
6028,Postcard,02/04/2017 20:46,evening,weekend,Saturday
6029,Coffee,02/05/2017 9:20,morning,weekend,Sunday
6029,Coffee,02/05/2017 9:20,morning,weekend,Sunday
6029,Pastry,02/05/2017 9:20,morning,weekend,Sunday
6029,Pastry,02/05/2017 9:20,morning,weekend,Sunday
6029,Farm House,02/05/2017 9:20,morning,weekend,Sunday
6030,Tea,02/05/2017 9:31,morning,weekend,Sunday
6030,Coffee,02/05/2017 9:31,morning,weekend,Sunday
6030,Coffee,02/05/2017 9:31,morning,weekend,Sunday
6030,Pastry,02/05/2017 9:31,morning,weekend,Sunday
6030,Scone,02/05/2017 9:31,morning,weekend,Sunday
6031,Coffee,02/05/2017 9:32,morning,weekend,Sunday
6031,Medialuna,02/05/2017 9:32,morning,weekend,Sunday
6032,Coffee,02/05/2017 9:33,morning,weekend,Sunday
6032,Bread,02/05/2017 9:33,morning,weekend,Sunday
6033,Hot chocolate,02/05/2017 9:55,morning,weekend,Sunday
6034,Bread,02/05/2017 10:10,morning,weekend,Sunday
6035,Tea,02/05/2017 10:20,morning,weekend,Sunday
6035,Tea,02/05/2017 10:20,morning,weekend,Sunday
6035,Pastry,02/05/2017 10:20,morning,weekend,Sunday
6035,Pastry,02/05/2017 10:20,morning,weekend,Sunday
6036,Bread,02/05/2017 10:28,morning,weekend,Sunday
6036,Bread,02/05/2017 10:28,morning,weekend,Sunday
6037,Coffee,02/05/2017 10:29,morning,weekend,Sunday
6037,Coffee,02/05/2017 10:29,morning,weekend,Sunday
6037,Tea,02/05/2017 10:29,morning,weekend,Sunday
6038,Coffee,02/05/2017 10:31,morning,weekend,Sunday
6038,Coffee,02/05/2017 10:31,morning,weekend,Sunday
6038,Hot chocolate,02/05/2017 10:31,morning,weekend,Sunday
6038,Hot chocolate,02/05/2017 10:31,morning,weekend,Sunday
6038,Medialuna,02/05/2017 10:31,morning,weekend,Sunday
6038,Scone,02/05/2017 10:31,morning,weekend,Sunday
6038,Alfajores,02/05/2017 10:31,morning,weekend,Sunday
6038,Spanish Brunch,02/05/2017 10:31,morning,weekend,Sunday
6039,Bread,02/05/2017 10:35,morning,weekend,Sunday
6040,Coffee,02/05/2017 10:49,morning,weekend,Sunday
6040,Coffee,02/05/2017 10:49,morning,weekend,Sunday
6040,Alfajores,02/05/2017 10:49,morning,weekend,Sunday
6040,Cookies,02/05/2017 10:49,morning,weekend,Sunday
6041,Sandwich,02/05/2017 11:06,morning,weekend,Sunday
6041,Sandwich,02/05/2017 11:06,morning,weekend,Sunday
6041,Coffee,02/05/2017 11:06,morning,weekend,Sunday
6041,Scone,02/05/2017 11:06,morning,weekend,Sunday
6042,Scone,02/05/2017 11:28,morning,weekend,Sunday
6042,Coffee,02/05/2017 11:28,morning,weekend,Sunday
6042,Coffee,02/05/2017 11:28,morning,weekend,Sunday
6042,Coffee,02/05/2017 11:28,morning,weekend,Sunday
6043,Coffee,02/05/2017 11:33,morning,weekend,Sunday
6043,Hot chocolate,02/05/2017 11:33,morning,weekend,Sunday
6043,Farm House,02/05/2017 11:33,morning,weekend,Sunday
6044,Bread,02/05/2017 11:51,morning,weekend,Sunday
6044,Coffee,02/05/2017 11:51,morning,weekend,Sunday
6044,Coffee,02/05/2017 11:51,morning,weekend,Sunday
6045,Hot chocolate,02/05/2017 11:58,morning,weekend,Sunday
6045,Hot chocolate,02/05/2017 11:58,morning,weekend,Sunday
6045,Coffee,02/05/2017 11:58,morning,weekend,Sunday
6045,Coffee,02/05/2017 11:58,morning,weekend,Sunday
6045,Coffee,02/05/2017 11:58,morning,weekend,Sunday
6045,Cookies,02/05/2017 11:58,morning,weekend,Sunday
6045,Cookies,02/05/2017 11:58,morning,weekend,Sunday
6045,Brownie,02/05/2017 11:58,morning,weekend,Sunday
6045,Pastry,02/05/2017 11:58,morning,weekend,Sunday
6045,Baguette,02/05/2017 11:58,morning,weekend,Sunday
6046,Coffee,02/05/2017 11:58,morning,weekend,Sunday
6046,Cake,02/05/2017 11:58,morning,weekend,Sunday
6047,Coffee,02/05/2017 12:00,afternoon,weekend,Sunday
6048,Coffee,02/05/2017 12:04,afternoon,weekend,Sunday
6048,Coffee,02/05/2017 12:04,afternoon,weekend,Sunday
6048,Coffee,02/05/2017 12:04,afternoon,weekend,Sunday
6048,Tea,02/05/2017 12:04,afternoon,weekend,Sunday
6048,Medialuna,02/05/2017 12:04,afternoon,weekend,Sunday
6048,Medialuna,02/05/2017 12:04,afternoon,weekend,Sunday
6048,Cookies,02/05/2017 12:04,afternoon,weekend,Sunday
6048,Cookies,02/05/2017 12:04,afternoon,weekend,Sunday
6049,Bread,02/05/2017 12:07,afternoon,weekend,Sunday
6049,Fudge,02/05/2017 12:07,afternoon,weekend,Sunday
6049,Alfajores,02/05/2017 12:07,afternoon,weekend,Sunday
6050,Coffee,02/05/2017 12:09,afternoon,weekend,Sunday
6050,Tea,02/05/2017 12:09,afternoon,weekend,Sunday
6050,Sandwich,02/05/2017 12:09,afternoon,weekend,Sunday
6051,Spanish Brunch,02/05/2017 12:10,afternoon,weekend,Sunday
6051,Bread,02/05/2017 12:10,afternoon,weekend,Sunday
6052,Cake,02/05/2017 12:22,afternoon,weekend,Sunday
6052,Alfajores,02/05/2017 12:22,afternoon,weekend,Sunday
6053,Bread,02/05/2017 12:31,afternoon,weekend,Sunday
6054,Coffee,02/05/2017 12:32,afternoon,weekend,Sunday
6054,Coffee,02/05/2017 12:32,afternoon,weekend,Sunday
6054,Bread,02/05/2017 12:32,afternoon,weekend,Sunday
6054,Pastry,02/05/2017 12:32,afternoon,weekend,Sunday
6055,Salad,02/05/2017 12:35,afternoon,weekend,Sunday
6055,Coffee,02/05/2017 12:35,afternoon,weekend,Sunday
6055,Coffee,02/05/2017 12:35,afternoon,weekend,Sunday
6056,Coffee,02/05/2017 12:58,afternoon,weekend,Sunday
6056,Coffee,02/05/2017 12:58,afternoon,weekend,Sunday
6056,Coffee,02/05/2017 12:58,afternoon,weekend,Sunday
6056,Bread,02/05/2017 12:58,afternoon,weekend,Sunday
6056,Cookies,02/05/2017 12:58,afternoon,weekend,Sunday
6056,Alfajores,02/05/2017 12:58,afternoon,weekend,Sunday
6056,Sandwich,02/05/2017 12:58,afternoon,weekend,Sunday
6056,Sandwich,02/05/2017 12:58,afternoon,weekend,Sunday
6057,Coffee,02/05/2017 13:03,afternoon,weekend,Sunday
6057,Coffee,02/05/2017 13:03,afternoon,weekend,Sunday
6057,Pastry,02/05/2017 13:03,afternoon,weekend,Sunday
6057,Bread,02/05/2017 13:03,afternoon,weekend,Sunday
6058,Coffee,02/05/2017 13:08,afternoon,weekend,Sunday
6058,Pastry,02/05/2017 13:08,afternoon,weekend,Sunday
6059,Sandwich,02/05/2017 13:17,afternoon,weekend,Sunday
6059,Coffee,02/05/2017 13:17,afternoon,weekend,Sunday
6059,Coke,02/05/2017 13:17,afternoon,weekend,Sunday
6061,Bread,02/05/2017 13:29,afternoon,weekend,Sunday
6061,Scone,02/05/2017 13:29,afternoon,weekend,Sunday
6061,Alfajores,02/05/2017 13:29,afternoon,weekend,Sunday
6062,Brownie,02/05/2017 13:30,afternoon,weekend,Sunday
6062,Bread,02/05/2017 13:30,afternoon,weekend,Sunday
6062,Scandinavian,02/05/2017 13:30,afternoon,weekend,Sunday
6063,Coffee,02/05/2017 13:54,afternoon,weekend,Sunday
6063,Cake,02/05/2017 13:54,afternoon,weekend,Sunday
6063,Bread,02/05/2017 13:54,afternoon,weekend,Sunday
6064,Cake,02/05/2017 13:56,afternoon,weekend,Sunday
6064,Pastry,02/05/2017 13:56,afternoon,weekend,Sunday
6064,Bread,02/05/2017 13:56,afternoon,weekend,Sunday
6065,Cookies,02/05/2017 14:05,afternoon,weekend,Sunday
6065,Cake,02/05/2017 14:05,afternoon,weekend,Sunday
6066,Hot chocolate,02/05/2017 14:07,afternoon,weekend,Sunday
6066,Tea,02/05/2017 14:07,afternoon,weekend,Sunday
6066,Alfajores,02/05/2017 14:07,afternoon,weekend,Sunday
6067,Bread,02/05/2017 14:19,afternoon,weekend,Sunday
6067,Coffee,02/05/2017 14:19,afternoon,weekend,Sunday
6067,Coffee,02/05/2017 14:19,afternoon,weekend,Sunday
6067,Cookies,02/05/2017 14:19,afternoon,weekend,Sunday
6067,Cake,02/05/2017 14:19,afternoon,weekend,Sunday
6068,Scandinavian,02/05/2017 14:25,afternoon,weekend,Sunday
6070,Coffee,02/05/2017 14:32,afternoon,weekend,Sunday
6070,Coffee,02/05/2017 14:32,afternoon,weekend,Sunday
6070,Cake,02/05/2017 14:32,afternoon,weekend,Sunday
6070,Alfajores,02/05/2017 14:32,afternoon,weekend,Sunday
6071,Coffee,02/05/2017 14:36,afternoon,weekend,Sunday
6071,Chicken Stew,02/05/2017 14:36,afternoon,weekend,Sunday
6071,Sandwich,02/05/2017 14:36,afternoon,weekend,Sunday
6071,Fudge,02/05/2017 14:36,afternoon,weekend,Sunday
6072,Coffee,02/05/2017 14:42,afternoon,weekend,Sunday
6072,Sandwich,02/05/2017 14:42,afternoon,weekend,Sunday
6072,Fudge,02/05/2017 14:42,afternoon,weekend,Sunday
6073,Baguette,02/05/2017 14:50,afternoon,weekend,Sunday
6073,Coffee,02/05/2017 14:50,afternoon,weekend,Sunday
6073,Tea,02/05/2017 14:50,afternoon,weekend,Sunday
6073,Cake,02/05/2017 14:50,afternoon,weekend,Sunday
6074,Coffee,02/05/2017 14:57,afternoon,weekend,Sunday
6074,Tea,02/05/2017 14:57,afternoon,weekend,Sunday
6075,Tea,02/05/2017 15:03,afternoon,weekend,Sunday
6075,Bread,02/05/2017 15:03,afternoon,weekend,Sunday
6076,Bread,02/05/2017 15:18,afternoon,weekend,Sunday
6077,Coffee,02/05/2017 15:21,afternoon,weekend,Sunday
6078,Tea,02/05/2017 15:44,afternoon,weekend,Sunday
6078,Coffee,02/05/2017 15:44,afternoon,weekend,Sunday
6078,Sandwich,02/05/2017 15:44,afternoon,weekend,Sunday
6078,Sandwich,02/05/2017 15:44,afternoon,weekend,Sunday
6078,Bread,02/05/2017 15:44,afternoon,weekend,Sunday
6079,Bread,02/05/2017 15:46,afternoon,weekend,Sunday
6080,Spanish Brunch,02/05/2017 15:54,afternoon,weekend,Sunday
6080,Chicken Stew,02/05/2017 15:54,afternoon,weekend,Sunday
6080,Coffee,02/05/2017 15:54,afternoon,weekend,Sunday
6081,Coffee,02/05/2017 15:54,afternoon,weekend,Sunday
6081,Coffee,02/05/2017 15:54,afternoon,weekend,Sunday
6081,Coffee,02/05/2017 15:54,afternoon,weekend,Sunday
6081,Cookies,02/05/2017 15:54,afternoon,weekend,Sunday
6081,Cake,02/05/2017 15:54,afternoon,weekend,Sunday
6082,Hot chocolate,02/05/2017 15:56,afternoon,weekend,Sunday
6082,Hot chocolate,02/05/2017 15:56,afternoon,weekend,Sunday
6082,Bread,02/05/2017 15:56,afternoon,weekend,Sunday
6082,Coffee,02/05/2017 15:56,afternoon,weekend,Sunday
6084,Coffee,02/06/2017 8:29,morning,weekday,Monday
6084,Coffee,02/06/2017 8:29,morning,weekday,Monday
6084,Coffee,02/06/2017 8:29,morning,weekday,Monday
6085,Bread,02/06/2017 8:30,morning,weekday,Monday
6085,Bread,02/06/2017 8:30,morning,weekday,Monday
6086,Tea,02/06/2017 8:58,morning,weekday,Monday
6086,Medialuna,02/06/2017 8:58,morning,weekday,Monday
6087,Coffee,02/06/2017 9:03,morning,weekday,Monday
6088,Bread,02/06/2017 9:09,morning,weekday,Monday
6088,Bread,02/06/2017 9:09,morning,weekday,Monday
6089,Bread,02/06/2017 9:11,morning,weekday,Monday
6089,Coffee,02/06/2017 9:11,morning,weekday,Monday
6090,Coffee,02/06/2017 9:33,morning,weekday,Monday
6091,Tea,02/06/2017 9:34,morning,weekday,Monday
6092,Bread,02/06/2017 9:39,morning,weekday,Monday
6093,Coffee,02/06/2017 9:53,morning,weekday,Monday
6093,Pastry,02/06/2017 9:53,morning,weekday,Monday
6094,Coffee,02/06/2017 9:54,morning,weekday,Monday
6095,Baguette,02/06/2017 10:10,morning,weekday,Monday
6095,Bread,02/06/2017 10:10,morning,weekday,Monday
6095,Pastry,02/06/2017 10:10,morning,weekday,Monday
6096,Pastry,02/06/2017 10:11,morning,weekday,Monday
6096,Pastry,02/06/2017 10:11,morning,weekday,Monday
6097,Cookies,02/06/2017 10:18,morning,weekday,Monday
6097,Coffee,02/06/2017 10:18,morning,weekday,Monday
6098,Coffee,02/06/2017 10:19,morning,weekday,Monday
6098,Sandwich,02/06/2017 10:19,morning,weekday,Monday
6099,Jam,02/06/2017 10:40,morning,weekday,Monday
6099,Bread,02/06/2017 10:40,morning,weekday,Monday
6099,Pastry,02/06/2017 10:40,morning,weekday,Monday
6100,Coffee,02/06/2017 10:41,morning,weekday,Monday
6101,Coffee,02/06/2017 10:49,morning,weekday,Monday
6102,Coffee,02/06/2017 10:50,morning,weekday,Monday
6102,Medialuna,02/06/2017 10:50,morning,weekday,Monday
6103,Cookies,02/06/2017 10:56,morning,weekday,Monday
6103,Bread,02/06/2017 10:56,morning,weekday,Monday
6103,Farm House,02/06/2017 10:56,morning,weekday,Monday
6104,Bread,02/06/2017 11:35,morning,weekday,Monday
6104,Cake,02/06/2017 11:35,morning,weekday,Monday
6105,Coffee,02/06/2017 11:44,morning,weekday,Monday
6107,Bread,02/06/2017 11:52,morning,weekday,Monday
6108,Coffee,02/06/2017 11:53,morning,weekday,Monday
6108,Pastry,02/06/2017 11:53,morning,weekday,Monday
6109,Coffee,02/06/2017 11:57,morning,weekday,Monday
6110,Coffee,02/06/2017 12:00,afternoon,weekday,Monday
6110,Coffee,02/06/2017 12:00,afternoon,weekday,Monday
6110,Toast,02/06/2017 12:00,afternoon,weekday,Monday
6111,Bread,02/06/2017 12:03,afternoon,weekday,Monday
6112,Coffee,02/06/2017 12:15,afternoon,weekday,Monday
6113,Hot chocolate,02/06/2017 12:31,afternoon,weekday,Monday
6113,Coffee,02/06/2017 12:31,afternoon,weekday,Monday
6113,Toast,02/06/2017 12:31,afternoon,weekday,Monday
6114,Bread,02/06/2017 12:31,afternoon,weekday,Monday
6115,Coffee,02/06/2017 12:34,afternoon,weekday,Monday
6115,Tea,02/06/2017 12:34,afternoon,weekday,Monday
6115,Cake,02/06/2017 12:34,afternoon,weekday,Monday
6115,Scone,02/06/2017 12:34,afternoon,weekday,Monday
6116,Pastry,02/06/2017 12:46,afternoon,weekday,Monday
6117,Bread,02/06/2017 12:48,afternoon,weekday,Monday
6117,Bread,02/06/2017 12:48,afternoon,weekday,Monday
6117,Sandwich,02/06/2017 12:48,afternoon,weekday,Monday
6118,Baguette,02/06/2017 13:03,afternoon,weekday,Monday
6119,Bread,02/06/2017 13:04,afternoon,weekday,Monday
6120,Bread,02/06/2017 13:26,afternoon,weekday,Monday
6121,Sandwich,02/06/2017 13:28,afternoon,weekday,Monday
6122,Coffee,02/06/2017 13:29,afternoon,weekday,Monday
6123,Soup,02/06/2017 13:31,afternoon,weekday,Monday
6123,Coffee,02/06/2017 13:31,afternoon,weekday,Monday
6124,Coffee,02/06/2017 13:49,afternoon,weekday,Monday
